tail_number,model,year_built,type,passengers,engines,engine_type
N683NK,Airbus A321-231,2018.0,Fixed wing multi engine,,2.0,Turbofan
N522NK,Airbus A319-132,2006.0,Fixed wing multi engine,179.0,2.0,Turbofan
N624NK,Airbus A320-232,2013.0,Fixed wing multi engine,174.0,2.0,Turbofan
N665NK,Airbus A321-231,2016.0,Fixed wing multi engine,228.0,2.0,Turbofan
N901NK,Airbus A320-271NEO,2015.0,Fixed wing multi engine,,2.0,Turbofan
N524NK,Airbus A319-132,2006.0,Fixed wing multi engine,179.0,2.0,Turbofan
N675NK,Airbus A321-231,2017.0,Fixed wing multi engine,220.0,2.0,Turbofan
N612NK,Airbus A320-232,2012.0,Fixed wing multi engine,,2.0,Turbofan
N508NK,Airbus A319-132,2005.0,Fixed wing multi engine,179.0,2.0,Turbofan
N662NK,Airbus A321-231,2015.0,Fixed wing multi engine,228.0,2.0,Turbofan
N670NK,Airbus A321-231,2016.0,Fixed wing multi engine,220.0,2.0,Turbofan
N674NK,Airbus A321-231,2017.0,Fixed wing multi engine,,2.0,Turbofan
N639NK,Airbus A320-232,2015.0,Fixed wing multi engine,178.0,2.0,Turbofan
N531NK,Airbus A319-132,2007.0,Fixed wing multi engine,179.0,2.0,Turbofan
N671NK,Airbus A321-231,2016.0,Fixed wing multi engine,,2.0,Turbofan
N905NK,Airbus A320-271N,2016.0,Fixed wing multi engine,182.0,2.0,Turbofan
N638NK,Airbus A320-232,2015.0,Fixed wing multi engine,178.0,2.0,Turbofan
N644NK,Airbus A320-233,2016.0,Fixed wing multi engine,,2.0,Turbofan
N618NK,Airbus A320-232,2012.0,Fixed wing multi engine,178.0,2.0,Turbofan
N521NK,Airbus A319-132,2006.0,Fixed wing multi engine,179.0,2.0,Turbofan
N504NK,Airbus A319-132,2005.0,Fixed wing multi engine,179.0,2.0,Turbofan
N679NK,Airbus A321-231SL,2017.0,Fixed wing multi engine,220.0,2.0,Turbofan
N526NK,Airbus A319-132,2006.0,Fixed wing multi engine,179.0,2.0,Turbofan
N606NK,Airbus A320-232,2011.0,Fixed wing multi engine,200.0,2.0,Turbofan
N678NK,Airbus A321-231,2017.0,Fixed wing multi engine,,2.0,Turbofan
N687NK,Airbus A321-231,2018.0,Fixed wing multi engine,,2.0,Turbofan
N604NK,Airbus A320-232,0.0,Fixed wing multi engine,200.0,2.0,Turbofan
N506NK,Airbus A319-132,2005.0,Fixed wing multi engine,179.0,2.0,Turbofan
N680NK,Airbus A321-231SL,2017.0,Fixed wing multi engine,,2.0,None
N502NK,Airbus A319-132,2005.0,Fixed wing multi engine,179.0,2.0,Turbofan
N514NK,Airbus A319-132,2006.0,Fixed wing multi engine,179.0,2.0,Turbofan
N636NK,Airbus A320-232,2015.0,Fixed wing multi engine,,2.0,Turbofan
N505NK,Airbus A319-132,2005.0,Fixed wing multi engine,179.0,2.0,Turbofan
N645NK,Airbus A320-232,2016.0,Fixed wing multi engine,178.0,2.0,Turbofan
N523NK,Airbus A319-132,2006.0,Fixed wing multi engine,179.0,2.0,Turbofan
N630NK,Airbus A320-232,2014.0,Fixed wing multi engine,178.0,2.0,Turbofan
N660NK,Airbus A321-231,2015.0,Fixed wing multi engine,228.0,2.0,Turbofan
N607NK,Airbus A320-232,2011.0,Fixed wing multi engine,178.0,2.0,Turbofan
N667NK,Airbus A321-231,2016.0,Fixed wing multi engine,228.0,2.0,Turbofan
N625NK,Airbus A320-232,2014.0,Fixed wing multi engine,178.0,2.0,Turbofan
N536NK,Airbus A319-133,2010.0,Fixed wing multi engine,,2.0,Turbofan
N603NK,Airbus A320-232,2010.0,Fixed wing multi engine,200.0,2.0,Turbofan
N634NK,Airbus A320-232,2014.0,Fixed wing multi engine,178.0,2.0,Turbofan
N650NK,Airbus A320-232,2017.0,Fixed wing multi engine,182.0,2.0,Turbofan
N648NK,Airbus A320-232,2017.0,Fixed wing multi engine,,2.0,Turbofan
N619NK,Airbus A320-232,2013.0,Fixed wing multi engine,178.0,2.0,Turbofan
N615NK,Airbus A320-232,2012.0,Fixed wing multi engine,178.0,2.0,Turbofan
N598NN,Bombardier CRJ-900ER,2016.0,Fixed wing multi engine,76.0,2.0,Turbofan
N213PS,Bombardier CRJ-200ER,2003.0,Fixed wing multi engine,55.0,2.0,Turbofan
N562NN,Bombardier CRJ-900,2014.0,Fixed wing multi engine,76.0,2.0,Turbofan
N706PS,Bombardier CRJ-701,2004.0,Fixed wing multi engine,22.0,2.0,Turbofan
N253PS,Bombardier CRJ-200ER,2004.0,Fixed wing multi engine,55.0,2.0,Turbofan
N509AE,Bombardier CRJ-701,2003.0,Fixed wing multi engine,22.0,2.0,Turbofan
N257PS,Bombardier CRJ-200ER,2004.0,Fixed wing multi engine,55.0,2.0,Turbofan
N517AE,Bombardier CRJ-701ER,2003.0,Fixed wing multi engine,70.0,2.0,Turbofan
N223JS,Bombardier CRJ-200ER,2004.0,Fixed wing multi engine,55.0,2.0,Turbofan
N230PS,Bombardier CRJ-200ER,2004.0,Fixed wing multi engine,55.0,2.0,Turbofan
N555NN,Bombardier CRJ-900,2014.0,Fixed wing multi engine,,2.0,Turbofan
N502AE,Canadair CL-600-2C10,2001.0,Fixed wing multi engine,22.0,2.0,Turbofan
N592NN,Bombardier CRJ-900LR,2016.0,Fixed wing multi engine,,2.0,Turbofan
N207PS,Bombardier CRJ-200ER,2003.0,Fixed wing multi engine,55.0,2.0,Turbofan
N702PS,Bombardier CRJ-701,2004.0,Fixed wing multi engine,22.0,2.0,Turbofan
N581NN,Bombardier CRJ-900,2015.0,Fixed wing multi engine,,2.0,Turbofan
N600NN,Bombardier CRJ-900LR,2016.0,Fixed wing multi engine,,2.0,Turbofan
N718PS,Bombardier CRJ-701,2004.0,Fixed wing multi engine,22.0,2.0,Turbofan
N554NN,Bombardier CRJ-900,2014.0,Fixed wing multi engine,95.0,2.0,Turbofan
N599NN,Bombardier CL-600-2D24,2016.0,Fixed wing multi engine,,0.0,None
N551NN,Bombardier CRJ-900,2014.0,Fixed wing multi engine,90.0,2.0,Turbofan
N589NN,Bombardier CRJ-900LR,2016.0,Fixed wing multi engine,90.0,2.0,Turbofan
N226JS,Bombardier CRJ-200ER,2004.0,Fixed wing multi engine,55.0,2.0,Turbofan
N716PS,Bombardier CRJ-701,2004.0,Fixed wing multi engine,22.0,2.0,Turbofan
N518AE,Bombardier CRJ-701ER,2003.0,Fixed wing multi engine,70.0,2.0,Turbofan
N723PS,Bombardier CRJ-701,2004.0,Fixed wing multi engine,22.0,2.0,Turbofan
N580NN,Bombardier CRJ-900LR,2015.0,Fixed wing multi engine,76.0,2.0,Turbofan
N245PS,Bombardier CRJ-200ER,2004.0,Fixed wing multi engine,55.0,2.0,Turbofan
N570NN,Bombardier CRJ-900,2015.0,Fixed wing multi engine,,2.0,Turbofan
N719PS,Bombardier CRJ-701,2004.0,Fixed wing multi engine,22.0,2.0,Turbofan
N547NN,Bombardier CRJ-900LR,2014.0,Fixed wing multi engine,76.0,2.0,Turbofan
N514AE,Bombardier CRJ-701,2003.0,Fixed wing multi engine,22.0,2.0,Turbofan
N525EA,Boeing 757-225,1986.0,Fixed wing multi engine,178.0,2.0,Turbofan
N553NN,Bombardier CRJ-900,2014.0,Fixed wing multi engine,76.0,2.0,Turbofan
N539EA,Bombardier CRJ-702,0.0,Fixed wing multi engine,80.0,2.0,Turbofan
N569NN,Bombardier CRJ-900,2015.0,Fixed wing multi engine,,2.0,Turbofan
N720PS,Bombardier CRJ-700,2004.0,Fixed wing multi engine,22.0,2.0,Turbofan
N241PS,Bombardier CRJ-200ER,2004.0,Fixed wing multi engine,55.0,2.0,Turbofan
N251PS,Bombardier CRJ-200ER,2004.0,Fixed wing multi engine,55.0,2.0,Turbofan
N228PS,Bombardier CRJ-200ER,0.0,Fixed wing multi engine,55.0,2.0,Turbofan
N513AE,Bombardier CRJ-701,2003.0,Fixed wing multi engine,22.0,2.0,Turbofan
N258PS,Bombardier CRJ-200ER,2004.0,Fixed wing multi engine,55.0,2.0,Turbofan
N576NN,Bombardier CRJ-900LR,2015.0,Fixed wing multi engine,,2.0,Turbofan
N703PS,Bombardier CRJ-701,2004.0,Fixed wing multi engine,22.0,2.0,Turbofan
N206PS,Bombardier CRJ-200ER,2003.0,Fixed wing multi engine,55.0,2.0,Turbofan
N510AE,Bombardier CRJ-701,2003.0,Fixed wing multi engine,22.0,2.0,Turbofan
N572NN,Bombardier CRJ-900,2015.0,Fixed wing multi engine,,2.0,Turbofan
N712PS,Bombardier CRJ-701,2004.0,Fixed wing multi engine,22.0,2.0,Turbofan
N546FF,Bombardier CRJ-702,0.0,Fixed wing multi engine,80.0,2.0,Turbofan
N516AE,Bombardier CRJ-701ER,2003.0,Fixed wing multi engine,70.0,2.0,Turbofan
N259PS,Bombardier CRJ-200ER,2004.0,Fixed wing multi engine,55.0,2.0,Turbofan
N582NN,Bombardier CRJ-900LR,2015.0,Fixed wing multi engine,,2.0,Turbofan
N501AE,Bede BD-5J,1975.0,Fixed wing single engine,1.0,1.0,Turbojet
N568NN,Bombardier CRJ-900,2015.0,Fixed wing multi engine,,2.0,Turbofan
N221PS,Bombardier CRJ-200LR,2004.0,Fixed wing multi engine,55.0,2.0,Turbofan
N246PS,Bombardier CRJ-200ER,2004.0,Fixed wing multi engine,55.0,2.0,Turbofan
N710PS,Bombardier CRJ-701,2004.0,Fixed wing multi engine,22.0,2.0,Turbofan
N561NN,Bombardier CRJ-900,2014.0,Fixed wing multi engine,,2.0,Turbofan
N537EA,Bombardier CRJ-702ER,0.0,Fixed wing multi engine,80.0,2.0,Turbofan
N242JS,Bombardier CRJ-200ER,2004.0,Fixed wing multi engine,55.0,2.0,Turbofan
N262PS,Bombardier CRJ-200ER,2004.0,Fixed wing multi engine,55.0,2.0,Turbofan
N254PS,Bombardier CRJ-200ER,2004.0,Fixed wing multi engine,55.0,2.0,Turbofan
N565NN,Bombardier CRJ-900,2015.0,Fixed wing multi engine,,2.0,Turbofan
N563NN,Bombardier CRJ-900,2015.0,Fixed wing multi engine,,2.0,Turbofan
N250PS,Bombardier CRJ-200ER,2004.0,Fixed wing multi engine,55.0,2.0,Turbofan
N244PS,Bombardier CRJ-200ER,2004.0,Fixed wing multi engine,55.0,2.0,Turbofan
N209PS,Bombardier CRJ-200ER,2003.0,Fixed wing multi engine,55.0,2.0,Turbofan
N540EA,Gulfstream American G-1159A,1981.0,Fixed wing multi engine,21.0,2.0,Turbofan
N237PS,Canadair CL-600-2B19,2004.0,Fixed wing multi engine,55.0,2.0,Turbofan
N583NN,Bombardier CRJ,2016.0,Fixed wing multi engine,,2.0,Turbofan
N515AE,Bombardier CRJ-701ER,2003.0,Fixed wing multi engine,70.0,2.0,Turbofan
N500AE,Bombardier CRJ-701,2001.0,Fixed wing multi engine,22.0,2.0,Turbofan
N586NN,Bombardier CRJ-900LR,2016.0,Fixed wing multi engine,,2.0,Turbofan
N559NN,Bombardier CRJ-900,2014.0,Fixed wing multi engine,,2.0,Turbofan
N573NN,Bombardier CRJ-900LR,2015.0,Fixed wing multi engine,76.0,2.0,Turbofan
N558NN,Bombardier CRJ-900ER,2014.0,Fixed wing multi engine,83.0,2.0,Turbofan
N593NN,Bombardier CRJ-900LR,2016.0,Fixed wing multi engine,,2.0,Turbofan
N229PS,Bombardier CRJ-200ER,2004.0,Fixed wing multi engine,55.0,2.0,Turbofan
N725PS,Bombardier CRJ-701,2005.0,Fixed wing multi engine,22.0,2.0,Turbofan
N557NN,Bombardier CRJ-900,2014.0,Fixed wing multi engine,76.0,2.0,Turbofan
N218PS,Bombardier CRJ-200ER,2003.0,Fixed wing multi engine,55.0,2.0,Turbofan
N202PS,Bombardier CRJ-200ER,2003.0,Fixed wing multi engine,55.0,2.0,Turbofan
N595NN,Bombardier CRJ-900,2016.0,Fixed wing multi engine,,2.0,Turbofan
N709PS,Bombardier CRJ-701,2004.0,Fixed wing multi engine,22.0,2.0,Turbofan
N545PB,Bombardier CRJ-702,0.0,Fixed wing multi engine,80.0,2.0,Turbofan
N249PS,Bombardier CRJ-200ER,2004.0,Fixed wing multi engine,55.0,2.0,Turbofan
N579NN,Bombardier CRJ-900,2015.0,Fixed wing multi engine,,0.0,Turbofan
N530EA,Bombardier CRJ-702,0.0,Fixed wing multi engine,80.0,2.0,Turbofan
N566NN,Bombardier CL-600-2D24,0.0,Fixed wing multi engine,,0.0,None
N567NN,Bombardier CRJ-900,2015.0,Fixed wing multi engine,,2.0,Turbofan
N220PS,Bombardier CRJ-200ER,0.0,Fixed wing multi engine,55.0,2.0,Turbofan
N550NN,Bombardier CRJ-900ER,2014.0,Fixed wing multi engine,76.0,2.0,Turbofan
N578NN,Bombardier CRJ-900,2015.0,Fixed wing multi engine,,2.0,Turbofan
N552NN,Bombardier CRJ-900,2014.0,Fixed wing multi engine,90.0,2.0,Turbofan
N708PS,Bombardier CRJ-701,2004.0,Fixed wing multi engine,22.0,2.0,Turbofan
N548NN,Bombardier CRJ-900ER,2014.0,Fixed wing multi engine,83.0,2.0,Turbofan
N564NN,Bombardier CRJ-900,2015.0,Fixed wing multi engine,,2.0,Turbofan
N549NN,Bombardier CRJ-900,2014.0,Fixed wing multi engine,76.0,2.0,Turbofan
N248PS,Bombardier CRJ-200ER,2004.0,Fixed wing multi engine,55.0,2.0,Turbofan
N215PS,Bombardier CRJ-200ER,2003.0,Fixed wing multi engine,55.0,2.0,Turbofan
N216PS,Bombardier CRJ-200ER,2003.0,Fixed wing multi engine,55.0,2.0,Turbofan
N556NN,Bombardier CRJ-900,2014.0,Fixed wing multi engine,76.0,2.0,Turbofan
N261PS,Bombardier CRJ-200ER,2004.0,Fixed wing multi engine,55.0,2.0,Turbofan
N247JS,Bombardier CRJ-200ER,2004.0,Fixed wing multi engine,55.0,2.0,Turbofan
N511AE,Bombardier CRJ-701,2003.0,Fixed wing multi engine,22.0,2.0,Turbofan
N577NN,Bombardier CRJ-900,2015.0,Fixed wing multi engine,,2.0,Turbofan
N512AE,Bombardier CRJ-701,0.0,Fixed wing multi engine,22.0,2.0,Turbofan
N256PS,Canadair CL-600-2B19,2004.0,Fixed wing multi engine,55.0,2.0,Turbofan
N435SW,Bombardier CRJ-200LR,2001.0,Fixed wing multi engine,55.0,2.0,Turbofan
N862AS,Bombardier CRJ-200ER,2001.0,Fixed wing multi engine,55.0,2.0,Turbofan
N908EV,Bombardier CRJ-200ER,2002.0,Fixed wing multi engine,55.0,2.0,Turbofan
N464SW,Bombardier CRJ-200LR,2003.0,Fixed wing multi engine,55.0,2.0,Turbofan
N752SK,Bombardier CRJ-701ER,2005.0,Fixed wing multi engine,22.0,2.0,Turbofan
N955SW,Bombardier CRJ-200LR,2003.0,Fixed wing multi engine,55.0,2.0,Turbofan
N710SK,Bombardier CRJ-700,2004.0,Fixed wing multi engine,22.0,2.0,Turbofan
N738SK,Bombardier CRJ-700,2005.0,Fixed wing multi engine,22.0,2.0,Turbofan
N728SK,Bombardier CRJ-701,2005.0,Fixed wing multi engine,22.0,2.0,Turbofan
N702SK,Bombardier CRJ-701ER,2004.0,Fixed wing multi engine,70.0,2.0,Turbofan
N492SW,Canadair CRJ-100ER,1997.0,Fixed wing multi engine,55.0,2.0,Turbofan
N706SK,Bombardier CRJ-701,2004.0,Fixed wing multi engine,22.0,2.0,Turbofan
N742SK,Bombardier CRJ-701,2005.0,Fixed wing multi engine,22.0,2.0,Turbofan
N756SK,Bombardier CRJ-701ER,2005.0,Fixed wing multi engine,70.0,2.0,Turbofan
N746SK,Bombardier CRJ-700,2005.0,Fixed wing multi engine,22.0,2.0,Turbofan
N745SK,Bombardier CRJ-701ER,2005.0,Fixed wing multi engine,70.0,2.0,Turbofan
N709SK,Bombardier CRJ-701ER,2004.0,Fixed wing multi engine,70.0,2.0,Turbofan
N708SK,Bombardier CRJ-701ER,2004.0,Fixed wing multi engine,70.0,2.0,Turbofan
N703SK,Bombardier CRJ-701ER,2004.0,Fixed wing multi engine,70.0,2.0,Turbofan
N705SK,Bombardier CRJ-701,2004.0,Fixed wing multi engine,22.0,2.0,Turbofan
N715SK,Bombardier CRJ-700,2004.0,Fixed wing multi engine,22.0,2.0,Turbofan
N778SK,Bombardier CRJ-700,2006.0,Fixed wing multi engine,22.0,2.0,Turbofan
N754SK,Bombardier CRJ-701,2005.0,Fixed wing multi engine,22.0,2.0,Turbofan
N719SK,Bombardier CRJ-701ER,2004.0,Fixed wing multi engine,70.0,2.0,Turbofan
N751SK,Bombardier CRJ-701ER,2005.0,Fixed wing multi engine,70.0,2.0,Turbofan
N724SK,Bombardier CRJ-700,2004.0,Fixed wing multi engine,22.0,2.0,Turbofan
N718SK,Bombardier CRJ-701,2004.0,Fixed wing multi engine,22.0,2.0,Turbofan
N753SK,Bombardier CRJ-701ER,2005.0,Fixed wing multi engine,70.0,2.0,Turbofan
N755SK,Bombardier CRJ-700,2005.0,Fixed wing multi engine,22.0,2.0,Turbofan
N909EV,Bombardier CRJ-200ER,2002.0,Fixed wing multi engine,55.0,2.0,Turbofan
N726SK,Bombardier CRJ-701ER,2005.0,Fixed wing multi engine,70.0,2.0,Turbofan
N758SK,Bombardier CRJ-701ER,2005.0,Fixed wing multi engine,70.0,2.0,Turbofan
N730SK,Bombardier CRJ-701,2005.0,Fixed wing multi engine,22.0,2.0,Turbofan
N652BR,Bombardier CRJ-200ER,2000.0,Fixed wing multi engine,55.0,2.0,Turbofan
N776SK,Bombardier CRJ-700,2006.0,Fixed wing multi engine,22.0,2.0,Turbofan
N727SK,Bombardier CRJ-701ER,2005.0,Fixed wing multi engine,70.0,2.0,Turbofan
N760SK,Bombardier CRJ-701ER,2005.0,Fixed wing multi engine,22.0,2.0,Turbofan
N701SK,Bombardier CRJ-700,2004.0,Fixed wing multi engine,22.0,2.0,Turbofan
N417SW,Bombardier CRJ-200LR,0.0,Fixed wing multi engine,55.0,2.0,Turbofan
N744SK,Bombardier CRJ-701,2005.0,Fixed wing multi engine,22.0,2.0,Turbofan
N423SW,Bombardier CRJ-200LR,2000.0,Fixed wing multi engine,55.0,2.0,Turbofan
N902EV,Bombardier CRJ-200ER,2002.0,Fixed wing multi engine,55.0,2.0,Turbofan
N864AS,Bombardier CRJ-200ER,2001.0,Fixed wing multi engine,55.0,2.0,Turbofan
N879AS,Bombardier CRJ-200ER,2002.0,Fixed wing multi engine,55.0,2.0,Turbofan
N930EV,Bombardier CRJ-200ER,2005.0,Fixed wing multi engine,55.0,2.0,Turbofan
N699BR,Bombardier CRJ-200ER,2003.0,Fixed wing multi engine,55.0,2.0,Turbofan
N947SW,Bombardier CRJ-200LR,2003.0,Fixed wing multi engine,55.0,2.0,Turbofan
N748SK,Bombardier CRJ-700,2005.0,Fixed wing multi engine,22.0,2.0,Turbofan
N740SK,Bombardier CRJ-701,2005.0,Fixed wing multi engine,22.0,2.0,Turbofan
N877AS,Bombardier CRJ-200ER,2001.0,Fixed wing multi engine,55.0,2.0,Turbofan
N712SK,Bombardier CRJ-700,2004.0,Fixed wing multi engine,68.0,2.0,Turbofan
N716SK,Bombardier CRJ-701ER,2004.0,Fixed wing multi engine,70.0,2.0,Turbofan
N876AS,Bombardier CRJ-200ER,2001.0,Fixed wing multi engine,55.0,2.0,Turbofan
N707SK,Bombardier CRJ-701ER,1999.0,Fixed wing multi engine,70.0,2.0,Turbofan
N183SY,Embraer 175LR,2016.0,Fixed wing multi engine,78.0,2.0,Turbofan
N193SY,Embraer 175LR,2017.0,Fixed wing multi engine,88.0,2.0,Turbofan
N179SY,Embraer 175LR,2016.0,Fixed wing multi engine,76.0,2.0,Turbofan
N184SY,Embraer 175LR,2016.0,Fixed wing multi engine,82.0,2.0,Turbofan
N194SY,Embraer 175LR,2017.0,Fixed wing multi engine,,2.0,Turbofan
N181SY,Embraer 175LR,2016.0,Fixed wing multi engine,,2.0,Turbofan
N197SY,Embraer 175LR,2018.0,Fixed wing multi engine,78.0,2.0,Turbofan
N176SY,Embraer 175LR,2015.0,Fixed wing multi engine,76.0,2.0,Turbofan
N192SY,Embraer 175LR,2017.0,Fixed wing multi engine,,2.0,Turbofan
N907EV,Bombardier CRJ-200ER,2002.0,Fixed wing multi engine,55.0,2.0,Turbofan
N195SY,Embraer 175LR,2017.0,Fixed wing multi engine,88.0,2.0,Turbofan
N171SY,Embraer 175LR,2015.0,Fixed wing multi engine,,2.0,Turbofan
N170SY,Embraer 175LR,2015.0,Fixed wing multi engine,76.0,2.0,Turbofan
N175SY,Embraer 175LR,2015.0,Fixed wing multi engine,88.0,2.0,Turbofan
N173SY,Embraer 175LR,2015.0,Fixed wing multi engine,88.0,2.0,Turbofan
N185SY,Embraer 175LR,2016.0,Fixed wing multi engine,88.0,2.0,Turbofan
N189SY,Embraer 175LR,2017.0,Fixed wing multi engine,,2.0,Turbofan
N188SY,Embraer 175LR,2016.0,Fixed wing multi engine,88.0,2.0,Turbofan
N174SY,Embraer 175LR,2015.0,Fixed wing multi engine,88.0,2.0,Turbofan
N196SY,Embraer 175LR,2018.0,Fixed wing multi engine,77.0,2.0,Turbofan
N182SY,Embraer 175LR,2016.0,Fixed wing multi engine,78.0,2.0,Turbofan
N177SY,Embraer 175LR,2016.0,Fixed wing multi engine,88.0,2.0,Turbofan
N466SW,Bombardier CRJ-200ER,2003.0,Fixed wing multi engine,55.0,2.0,Turbofan
N187SY,Embraer 175LR,2017.0,Fixed wing multi engine,88.0,2.0,Turbofan
N191SY,Embraer 175LR,2017.0,Fixed wing multi engine,80.0,2.0,Turbofan
N186SY,Embraer 175LR,2016.0,Fixed wing multi engine,88.0,2.0,Turbofan
N178SY,Embraer 175LR,2016.0,Fixed wing multi engine,,2.0,Turbofan
N594SW,Bombardier CRJ-100ER,1999.0,Fixed wing multi engine,55.0,2.0,Turbofan
N625CA,Bombardier CRJ-700,2003.0,Fixed wing multi engine,22.0,2.0,Turbofan
N935SW,Bombardier CRJ-200LR,2002.0,Fixed wing multi engine,55.0,2.0,Turbofan
N881AS,Bombardier CRJ-200ER,2001.0,Fixed wing multi engine,55.0,2.0,Turbofan
N463SW,Bombardier CRJ-200LR,2003.0,Fixed wing multi engine,55.0,2.0,Turbofan
N255SY,Embraer 175LR,2016.0,Fixed wing multi engine,,2.0,Turbofan
N896SK,Canadair CRJ-900X,2007.0,Fixed wing multi engine,90.0,2.0,Turbofan
N632SK,Bombardier CRJ-702,0.0,Fixed wing multi engine,80.0,2.0,Turbofan
N418SW,Bombardier CRJ-200LR,2000.0,Fixed wing multi engine,55.0,2.0,Turbofan
N766SK,Bombardier CRJ-702,2005.0,Fixed wing multi engine,22.0,2.0,Turbofan
N889AS,Bombardier CRJ-200ER,2001.0,Fixed wing multi engine,55.0,2.0,Turbofan
N259SY,Embraer 175LR,2017.0,Fixed wing multi engine,,2.0,Turbofan
N554CA,Bombardier CRJ-900ER,2008.0,Fixed wing multi engine,22.0,2.0,Turbofan
N809SK,Bombardier CRJ-900ER,2006.0,Fixed wing multi engine,22.0,2.0,Turbofan
N685BR,Bombardier CRJ-200ER,2002.0,Fixed wing multi engine,55.0,2.0,Turbofan
N804SK,Bombardier CRJ-900ER,2006.0,Fixed wing multi engine,22.0,2.0,Turbofan
N263SY,Embraer ERJ-175LL,2018.0,Fixed wing multi engine,70.0,2.0,Turbofan
N8965E,Bombardier CRJ-200,2004.0,Fixed wing multi engine,55.0,2.0,Turbofan
N910EV,Bombardier CRJ-200ER,2002.0,Fixed wing multi engine,55.0,2.0,Turbofan
N907SW,Bombardier CRJ-200LR,2001.0,Fixed wing multi engine,55.0,2.0,Turbofan
N611SK,Bombardier CRJ-701,2002.0,Fixed wing multi engine,70.0,2.0,Turbofan
N459SW,Bombardier CRJ-200LR,2003.0,Fixed wing multi engine,55.0,2.0,Turbofan
N631SK,Bombardier CRJ-700,0.0,Fixed wing multi engine,80.0,2.0,Turbofan
N241SY,Embraer 175LR,2016.0,Fixed wing multi engine,78.0,2.0,Turbofan
N607SK,Bombardier CRJ-702,2006.0,Fixed wing multi engine,22.0,2.0,Turbofan
N244SY,Embraer 175LR,2016.0,Fixed wing multi engine,,2.0,Turbofan
N457SW,Canadair CL-600-2B19,2003.0,Fixed wing multi engine,55.0,2.0,Turbofan
N936EV,Bombardier CRJ-200ER,2005.0,Fixed wing multi engine,55.0,2.0,Turbofan
N604SK,Bombardier CRJ-702,2006.0,Fixed wing multi engine,22.0,2.0,Turbofan
N496CA,Bombardier CRJ-200ER,2003.0,Fixed wing multi engine,55.0,2.0,Turbofan
N900EV,Bombardier CRJ-200ER,2002.0,Fixed wing multi engine,55.0,2.0,Turbofan
N429SW,Bombardier CRJ-200LR,2001.0,Fixed wing multi engine,55.0,2.0,Turbofan
N243SY,Embraer 175LR,2016.0,Fixed wing multi engine,88.0,2.0,Turbofan
N8942A,Bombardier CRJ-200,2004.0,Fixed wing multi engine,55.0,2.0,Turbofan
N812SK,Bombardier CRJ-900ER,2006.0,Fixed wing multi engine,22.0,2.0,Turbofan
N679CA,Bombardier CRJ-900ER,2007.0,Fixed wing multi engine,22.0,2.0,Turbofan
N548CA,Bombardier CRJ-900ER,2008.0,Fixed wing multi engine,22.0,2.0,Turbofan
N768SK,Bombardier CRJ-701ER,2005.0,Fixed wing multi engine,70.0,2.0,Turbofan
N944SW,Bombardier CRJ-200LR,2003.0,Fixed wing multi engine,55.0,2.0,Turbofan
N693CA,Bombardier CRJ-900ER,2006.0,Fixed wing multi engine,22.0,2.0,Turbofan
N440SW,Bombardier CRJ-200LR,2001.0,Fixed wing multi engine,55.0,2.0,Turbofan
N803SK,Bombardier CRJ-900ER,2006.0,Fixed wing multi engine,22.0,2.0,Turbofan
N806SK,Bombardier CRJ-900ER,2006.0,Fixed wing multi engine,22.0,2.0,Turbofan
N247SY,Embraer 175LR,2016.0,Fixed wing multi engine,,2.0,Turbofan
N936SW,Bombardier CRJ-200LR,2002.0,Fixed wing multi engine,55.0,2.0,Turbofan
N915EV,Bombardier CRJ-200ER,2003.0,Fixed wing multi engine,55.0,2.0,Turbofan
N767SK,Bombardier CRJ-702,2005.0,Fixed wing multi engine,22.0,2.0,Turbofan
N161PQ,Bombardier CRJ-900ER,2008.0,Fixed wing multi engine,22.0,2.0,Turbofan
N437SW,Bombardier CRJ-200LR,2001.0,Fixed wing multi engine,55.0,2.0,Turbofan
N267SY,Embraer ERJ-175LL,2018.0,Fixed wing multi engine,88.0,2.0,Turbofan
N762SK,Bombardier CRJ-701ER,2005.0,Fixed wing multi engine,70.0,2.0,Turbofan
N260SY,Embraer 170LR,2017.0,Fixed wing multi engine,,2.0,Turbofan
N817SK,Bombardier CRJ-900ER,2006.0,Fixed wing multi engine,22.0,2.0,Turbofan
N813SK,Canadair CL-600-2D24,2006.0,Fixed wing multi engine,22.0,2.0,Turbofan
N899SK,Bombardier CRJ-900ER,2007.0,Fixed wing multi engine,90.0,2.0,Turbofan
N874AS,Bombardier CRJ-200ER,2001.0,Fixed wing multi engine,55.0,2.0,Turbofan
N8923A,Canadair CRJ-440,2004.0,Fixed wing multi engine,55.0,2.0,Turbofan
N246SY,Embraer 175LR,2016.0,Fixed wing multi engine,,2.0,Turbofan
N802SK,Canadair CL-600-2D24,2006.0,Fixed wing multi engine,22.0,2.0,Turbofan
N427SW,Bombardier CRJ-200LR,2001.0,Fixed wing multi engine,55.0,2.0,Turbofan
N815SK,Bombardier CRJ-900ER,2006.0,Fixed wing multi engine,22.0,2.0,Turbofan
N251SY,Embraer 175LR,2016.0,Fixed wing multi engine,88.0,2.0,Turbofan
N774SK,Canadair CL-600-2C10,2006.0,Fixed wing multi engine,70.0,2.0,Turbofan
N820SK,Bombardier CRJ-900ER,2006.0,Fixed wing multi engine,22.0,2.0,Turbofan
